Season,RaceName,Country,Driver,Team,avg_lap_time_sec,best_lap_sec,pace_consistency,total_laps_completed,worst_position,best_position,personal_best_laps,pace_vs_field
2021,Abu Dhabi,Abu Dhabi,GIO,Alfa Romeo Racing,91.524,89.442,4.004,33,18.0,11.0,9,-1.806
2021,Abu Dhabi,Abu Dhabi,PER,Red Bull Racing,91.865,86.419,10.305,55,5.0,1.0,12,-1.465
2021,Abu Dhabi,Abu Dhabi,RUS,Williams,92.184,90.647,2.37,25,19.0,14.0,9,-1.146
2021,Abu Dhabi,Abu Dhabi,LAT,Williams,92.31,89.293,4.998,50,17.0,13.0,11,-1.02
2021,Abu Dhabi,Abu Dhabi,VER,Red Bull Racing,92.402,86.103,13.362,57,4.0,1.0,16,-0.928
2021,Abu Dhabi,Abu Dhabi,HAM,Mercedes,92.413,86.615,13.682,57,2.0,1.0,15,-0.917
2021,Abu Dhabi,Abu Dhabi,NOR,McLaren,93.411,86.762,11.76,57,13.0,5.0,25,0.081
2021,Abu Dhabi,Abu Dhabi,ALO,Alpine,93.457,87.607,11.079,57,11.0,4.0,23,0.127
2021,Abu Dhabi,Abu Dhabi,SAI,Ferrari,93.492,87.618,11.347,58,8.0,3.0,16,0.162
2021,Abu Dhabi,Abu Dhabi,TSU,AlphaTauri,93.501,87.496,10.805,58,10.0,3.0,22,0.171
2021,Abu Dhabi,Abu Dhabi,OCO,Alpine,93.506,88.249,10.89,57,18.0,9.0,15,0.176
2021,Abu Dhabi,Abu Dhabi,GAS,AlphaTauri,93.515,87.342,10.222,58,12.0,5.0,25,0.185
2021,Abu Dhabi,Abu Dhabi,BOT,Mercedes,93.531,86.862,11.223,58,9.0,3.0,18,0.201
2021,Abu Dhabi,Abu Dhabi,LEC,Ferrari,93.539,88.338,11.324,57,16.0,6.0,13,0.209
2021,Abu Dhabi,Abu Dhabi,VET,Aston Martin,93.585,88.303,10.455,57,16.0,9.0,17,0.255
2021,Abu Dhabi,Abu Dhabi,RIC,McLaren,94.114,88.723,12.32,56,17.0,8.0,10,0.784
2021,Abu Dhabi,Abu Dhabi,RAI,Alfa Romeo Racing,94.544,89.698,11.001,25,19.0,11.0,9,1.214
2021,Abu Dhabi,Abu Dhabi,STR,Aston Martin,95.181,88.567,13.369,57,17.0,10.0,17,1.851
2021,Abu Dhabi,Abu Dhabi,MSC,Haas F1 Team,95.192,89.457,11.519,57,19.0,14.0,9,1.862
2021,Austria,Austria,VER,Red Bull Racing,70.909,66.2,8.298,71,1.0,1.0,18,-1.136
2021,Austria,Austria,BOT,Mercedes,71.162,68.374,7.811,71,5.0,2.0,10,-0.883
2021,Austria,Austria,NOR,McLaren,71.191,68.471,8.107,71,4.0,2.0,11,-0.854
2021,Austria,Austria,HAM,Mercedes,71.563,68.126,7.956,71,4.0,2.0,13,-0.482
2021,Austria,Austria,PER,Red Bull Racing,71.584,68.192,7.807,71,10.0,3.0,15,-0.461
2021,Austria,Austria,SAI,Ferrari,71.714,67.762,7.803,71,14.0,5.0,23,-0.331
2021,Austria,Austria,RIC,McLaren,71.76,68.82,7.675,71,12.0,5.0,19,-0.285
2021,Austria,Austria,LEC,Ferrari,71.771,68.698,7.675,71,11.0,5.0,15,-0.274
2021,Austria,Austria,GAS,AlphaTauri,71.78,68.146,7.964,71,18.0,5.0,15,-0.265
2021,Austria,Austria,ALO,Alpine,72.08,68.405,7.949,70,16.0,9.0,18,0.035
2021,Austria,Austria,RUS,Williams,72.16,68.9,7.7,70,16.0,9.0,18,0.115
2021,Austria,Austria,VET,Aston Martin,72.204,68.42,7.888,69,18.0,5.0,14,0.159
2021,Austria,Austria,TSU,AlphaTauri,72.242,68.455,8.105,70,19.0,6.0,16,0.197
2021,Austria,Austria,STR,Aston Martin,72.337,68.659,7.893,70,19.0,6.0,15,0.292
2021,Austria,Austria,GIO,Alfa Romeo Racing,72.451,69.042,8.349,70,19.0,12.0,15,0.406
2021,Austria,Austria,LAT,Williams,72.541,68.874,7.905,70,18.0,12.0,22,0.496
2021,Austria,Austria,RAI,Alfa Romeo Racing,72.563,68.52,8.456,70,16.0,6.0,20,0.518
2021,Austria,Austria,MSC,Haas F1 Team,73.051,69.394,7.914,69,18.0,15.0,13,1.006
2021,Austria,Austria,MAZ,Haas F1 Team,73.791,69.757,8.23,69,19.0,16.0,15,1.746
2021,Azerbaijan,Azerbaijan,VER,Red Bull Racing,107.443,104.481,5.014,41,3.0,1.0,15,-3.346
2021,Azerbaijan,Azerbaijan,STR,Aston Martin,108.112,106.207,3.327,29,16.0,4.0,18,-2.677
2021,Azerbaijan,Azerbaijan,PER,Red Bull Racing,108.295,104.687,6.878,44,4.0,1.0,17,-2.494
2021,Azerbaijan,Azerbaijan,HAM,Mercedes,108.564,104.769,7.161,44,16.0,1.0,12,-2.225
2021,Azerbaijan,Azerbaijan,GAS,AlphaTauri,108.983,105.22,6.752,44,6.0,3.0,16,-1.806
2021,Azerbaijan,Azerbaijan,VET,Aston Martin,109.017,104.89,7.11,44,9.0,1.0,19,-1.772
2021,Azerbaijan,Azerbaijan,LEC,Ferrari,109.102,105.382,6.742,44,10.0,1.0,17,-1.687
2021,Azerbaijan,Azerbaijan,TSU,AlphaTauri,109.307,104.939,7.326,44,12.0,6.0,16,-1.482
2021,Azerbaijan,Azerbaijan,NOR,McLaren,109.607,105.326,7.973,44,17.0,5.0,10,-1.182
2021,Azerbaijan,Azerbaijan,BOT,Mercedes,109.623,105.665,6.745,44,14.0,6.0,15,-1.166
2021,Azerbaijan,Azerbaijan,SAI,Ferrari,110.067,105.7,8.531,44,15.0,5.0,12,-0.722
2021,Azerbaijan,Azerbaijan,RIC,McLaren,110.863,105.713,10.144,45,13.0,8.0,20,0.074
2021,Azerbaijan,Azerbaijan,RUS,Williams,111.729,105.959,9.321,44,20.0,14.0,19,0.94
2021,Azerbaijan,Azerbaijan,ALO,Alpine,112.04,105.624,10.763,46,14.0,6.0,13,1.251
2021,Azerbaijan,Azerbaijan,LAT,Williams,112.041,106.608,8.687,46,17.0,13.0,16,1.252
2021,Azerbaijan,Azerbaijan,GIO,Alfa Romeo Racing,112.084,105.575,10.413,46,19.0,11.0,17,1.295
2021,Azerbaijan,Azerbaijan,RAI,Alfa Romeo Racing,112.148,105.601,10.365,46,15.0,8.0,15,1.359
2021,Azerbaijan,Azerbaijan,MSC,Haas F1 Team,112.256,107.624,8.473,45,19.0,14.0,9,1.467
2021,Azerbaijan,Azerbaijan,MAZ,Haas F1 Team,113.933,107.747,9.209,45,19.0,14.0,14,3.144
2021,Azerbaijan,Azerbaijan,OCO,Alpine,120.568,110.85,9.988,3,18.0,11.0,1,9.779
2021,Bahrain,Bahrain,VER,Red Bull Racing,97.575,93.228,7.978,55,2.0,1.0,6,-2.393
2021,Bahrain,Bahrain,HAM,Mercedes,97.586,94.015,8.125,55,4.0,1.0,7,-2.382
2021,Bahrain,Bahrain,BOT,Mercedes,98.311,92.09,8.991,55,5.0,2.0,16,-1.657
2021,Bahrain,Bahrain,NOR,McLaren,98.514,94.396,8.412,55,13.0,3.0,10,-1.454
2021,Bahrain,Bahrain,LEC,Ferrari,98.687,94.988,7.972,55,14.0,3.0,10,-1.281
2021,Bahrain,Bahrain,RIC,McLaren,98.888,94.932,8.38,55,11.0,4.0,9,-1.08
2021,Bahrain,Bahrain,PER,Red Bull Racing,99.57,93.97,11.275,56,19.0,3.0,13,-0.398
2021,Bahrain,Bahrain,SAI,Ferrari,99.839,94.509,10.816,56,11.0,3.0,9,-0.129
2021,Bahrain,Bahrain,TSU,AlphaTauri,100.171,94.761,11.006,56,16.0,6.0,10,0.203
2021,Bahrain,Bahrain,GAS,AlphaTauri,100.181,94.09,10.38,51,19.0,5.0,13,0.213
2021,Bahrain,Bahrain,STR,Aston Martin,100.189,94.865,10.748,56,16.0,7.0,8,0.221
2021,Bahrain,Bahrain,RAI,Alfa Romeo Racing,100.228,95.192,10.798,56,14.0,7.0,10,0.26
2021,Bahrain,Bahrain,GIO,Alfa Romeo Racing,100.533,95.122,11.091,55,18.0,10.0,9,0.565
2021,Bahrain,Bahrain,OCO,Alpine,100.727,95.25,10.87,55,15.0,9.0,6,0.759
2021,Bahrain,Bahrain,RUS,Williams,100.761,95.036,10.84,55,18.0,10.0,10,0.793
2021,Bahrain,Bahrain,VET,Aston Martin,100.953,95.566,10.488,55,17.0,6.0,5,0.985
2021,Bahrain,Bahrain,MSC,Haas F1 Team,101.831,96.134,11.344,55,19.0,16.0,8,1.863
2021,Bahrain,Bahrain,ALO,Alpine,102.29,96.063,10.312,31,17.0,7.0,7,2.322
2021,Bahrain,Bahrain,LAT,Williams,102.559,96.602,11.176,51,18.0,11.0,8,2.591
2021,Britain,Great Britain,HAM,Mercedes,93.035,89.699,6.648,49,5.0,1.0,13,-2.132
2021,Britain,Great Britain,LEC,Ferrari,93.079,90.569,5.202,49,2.0,1.0,16,-2.088
2021,Britain,Great Britain,BOT,Mercedes,93.236,90.524,5.686,49,4.0,2.0,14,-1.931
2021,Britain,Great Britain,NOR,McLaren,93.657,91.418,6.077,49,6.0,3.0,15,-1.51
2021,Britain,Great Britain,RIC,McLaren,93.923,91.284,6.005,49,9.0,5.0,17,-1.244
2021,Britain,Great Britain,SAI,Ferrari,94.967,91.223,9.812,50,8.0,2.0,13,-0.2
2021,Britain,Great Britain,TSU,AlphaTauri,95.444,90.826,8.598,50,15.0,7.0,24,0.277
2021,Britain,Great Britain,STR,Aston Martin,95.453,91.992,8.668,50,11.0,7.0,18,0.286
2021,Britain,Great Britain,OCO,Alpine,95.529,92.21,8.986,50,13.0,9.0,16,0.362
2021,Britain,Great Britain,ALO,Alpine,95.567,91.698,9.41,50,9.0,5.0,19,0.4
2021,Britain,Great Britain,GAS,AlphaTauri,95.587,90.266,8.854,50,14.0,6.0,18,0.42
2021,Britain,Great Britain,VET,Aston Martin,95.628,93.059,6.832,37,19.0,6.0,11,0.461
2021,Britain,Great Britain,PER,Red Bull Racing,95.684,88.617,9.504,49,19.0,8.0,11,0.517
2021,Britain,Great Britain,RUS,Williams,95.739,92.049,8.416,49,16.0,11.0,17,0.572
2021,Britain,Great Britain,LAT,Williams,95.765,92.477,8.509,49,17.0,13.0,19,0.598
2021,Britain,Great Britain,GIO,Alfa Romeo Racing,95.867,92.346,8.417,49,15.0,10.0,19,0.7
2021,Britain,Great Britain,RAI,Alfa Romeo Racing,96.128,91.895,9.221,49,16.0,9.0,15,0.961
2021,Britain,Great Britain,MAZ,Haas F1 Team,96.793,92.909,8.362,49,19.0,17.0,25,1.626
2021,Britain,Great Britain,MSC,Haas F1 Team,97.097,92.862,8.595,49,19.0,15.0,22,1.93
2021,Emilia Romagna,Italy,HAM,Mercedes,89.361,76.702,17.881,59,8.0,1.0,22,-4.114
2021,Emilia Romagna,Italy,VER,Red Bull Racing,90.03,77.524,19.086,62,3.0,1.0,30,-3.445
2021,Emilia Romagna,Italy,LEC,Ferrari,90.711,78.379,18.248,62,4.0,2.0,32,-2.764
2021,Emilia Romagna,Italy,NOR,McLaren,91.266,78.259,18.108,62,9.0,2.0,31,-2.209
2021,Emilia Romagna,Italy,SAI,Ferrari,91.447,78.49,18.288,62,8.0,4.0,28,-2.028
2021,Emilia Romagna,Italy,RIC,McLaren,92.007,79.341,17.902,62,8.0,5.0,26,-1.468
2021,Emilia Romagna,Italy,PER,Red Bull Racing,92.042,78.334,18.523,62,14.0,4.0,24,-1.433
2021,Emilia Romagna,Italy,OCO,Alpine,92.043,79.417,17.215,60,19.0,10.0,23,-1.432
2021,Emilia Romagna,Italy,STR,Aston Martin,92.339,78.994,18.435,61,9.0,6.0,30,-1.136
2021,Emilia Romagna,Italy,RAI,Alfa Romeo Racing,92.58,79.422,18.218,61,14.0,8.0,32,-0.895
2021,Emilia Romagna,Italy,TSU,AlphaTauri,92.782,78.353,18.73,61,15.0,10.0,27,-0.693
2021,Emilia Romagna,Italy,ALO,Alpine,92.93,79.396,17.838,61,17.0,10.0,26,-0.545
2021,Emilia Romagna,Italy,GAS,AlphaTauri,93.362,78.782,18.683,61,18.0,6.0,27,-0.113
2021,Emilia Romagna,Italy,GIO,Alfa Romeo Racing,93.42,79.47,18.365,60,15.0,9.0,25,-0.055
2021,Emilia Romagna,Italy,MSC,Haas F1 Team,94.377,79.193,19.731,59,19.0,15.0,24,0.902
2021,Emilia Romagna,Italy,VET,Aston Martin,94.401,79.074,19.128,59,18.0,11.0,28,0.926
2021,Emilia Romagna,Italy,MAZ,Haas F1 Team,96.982,80.402,19.053,60,19.0,16.0,27,3.507
2021,Emilia Romagna,Italy,BOT,Mercedes,101.965,88.485,19.212,30,10.0,6.0,14,8.49
2021,Emilia Romagna,Italy,RUS,Williams,101.982,86.543,19.238,30,13.0,10.0,17,8.507
2021,France,France,VER,Red Bull Racing,98.977,96.404,4.013,53,4.0,1.0,9,-1.646
2021,France,France,HAM,Mercedes,99.032,97.41,3.0,53,3.0,1.0,7,-1.591
2021,France,France,PER,Red Bull Racing,99.143,96.693,3.223,53,4.0,1.0,12,-1.48
2021,France,France,BOT,Mercedes,99.253,96.96,3.119,53,4.0,2.0,5,-1.37
2021,France,France,NOR,McLaren,100.185,97.425,3.55,53,14.0,5.0,12,-0.438
2021,France,France,RIC,McLaren,100.408,98.324,3.318,53,16.0,6.0,13,-0.215
2021,France,France,GAS,AlphaTauri,100.422,98.103,3.431,53,15.0,6.0,11,-0.201
2021,France,France,ALO,Alpine,100.443,97.646,3.574,53,15.0,7.0,12,-0.18
2021,France,France,VET,Aston Martin,100.48,97.138,3.552,53,12.0,5.0,17,-0.143
2021,France,France,STR,Aston Martin,100.712,97.828,3.694,53,16.0,6.0,14,0.089
2021,France,France,SAI,Ferrari,100.851,98.931,3.158,53,13.0,5.0,5,0.228
2021,France,France,RUS,Williams,101.035,98.314,3.595,52,19.0,12.0,15,0.412
2021,France,France,TSU,AlphaTauri,101.118,98.98,3.728,52,19.0,11.0,7,0.495
2021,France,France,OCO,Alpine,101.132,98.645,3.502,52,17.0,7.0,9,0.509
2021,France,France,GIO,Alfa Romeo Racing,101.219,98.702,3.555,52,18.0,9.0,10,0.596
2021,France,France,LEC,Ferrari,101.282,97.681,4.433,52,18.0,7.0,8,0.659
2021,France,France,RAI,Alfa Romeo Racing,101.316,97.992,3.802,52,18.0,10.0,8,0.693
2021,France,France,LAT,Williams,101.331,98.313,3.596,52,19.0,12.0,13,0.708
2021,France,France,MSC,Haas F1 Team,101.921,98.847,4.094,52,20.0,19.0,13,1.298
2021,France,France,MAZ,Haas F1 Team,102.192,99.317,3.773,52,20.0,16.0,9,1.569
2021,Hungary,Hungary,HAM,Mercedes,83.971,78.715,6.709,68,14.0,1.0,6,-8.019
2021,Hungary,Hungary,OCO,Alpine,84.157,81.421,6.991,68,2.0,1.0,16,-7.833
2021,Hungary,Hungary,VET,Aston Martin,84.201,81.459,7.097,68,3.0,2.0,17,-7.789
2021,Hungary,Hungary,ALO,Alpine,84.37,80.359,7.456,68,7.0,1.0,15,-7.62
2021,Hungary,Hungary,SAI,Ferrari,84.407,81.423,7.628,68,6.0,3.0,19,-7.583
2021,Hungary,Hungary,GAS,AlphaTauri,85.142,78.394,8.485,68,13.0,5.0,16,-6.848
2021,Hungary,Hungary,VER,Red Bull Racing,85.297,80.945,7.771,68,12.0,9.0,15,-6.693
2021,Hungary,Hungary,TSU,AlphaTauri,85.319,82.45,7.508,68,7.0,4.0,10,-6.671
2021,Hungary,Hungary,RUS,Williams,85.32,82.112,7.482,68,10.0,7.0,19,-6.67
2021,Hungary,Hungary,LAT,Williams,85.355,82.831,7.444,68,8.0,3.0,11,-6.635
2021,Hungary,Hungary,RAI,Alfa Romeo Racing,85.674,81.518,8.581,67,14.0,8.0,12,-6.316
2021,Hungary,Hungary,RIC,McLaren,85.991,82.802,8.561,67,14.0,8.0,11,-5.999
2021,Hungary,Hungary,MSC,Haas F1 Team,86.022,82.711,7.873,67,13.0,8.0,17,-5.968
2021,Hungary,Hungary,GIO,Alfa Romeo Racing,86.394,82.736,11.152,67,16.0,13.0,11,-5.596
2021,Hungary,Hungary,MAZ,Haas F1 Team,137.794,137.794,,1,13.0,13.0,0,45.804
2021,Hungary,Hungary,NOR,McLaren,142.425,142.425,,1,15.0,15.0,0,50.435
2021,Italy,Italy,HAM,Mercedes,87.689,85.87,3.824,25,4.0,1.0,2,-3.587
2021,Italy,Italy,LEC,Ferrari,87.711,85.319,4.739,49,5.0,1.0,6,-3.565
2021,Italy,Italy,RIC,McLaren,87.777,84.812,4.823,49,7.0,1.0,10,-3.499
2021,Italy,Italy,VER,Red Bull Racing,88.55,85.173,6.007,25,9.0,1.0,3,-2.726
2021,Italy,Italy,NOR,McLaren,89.18,84.971,9.599,50,7.0,1.0,10,-2.096
2021,Italy,Italy,PER,Red Bull Racing,90.147,85.156,13.123,51,7.0,2.0,8,-1.129
2021,Italy,Italy,BOT,Mercedes,90.383,84.827,13.303,51,16.0,4.0,5,-0.893
2021,Italy,Italy,SAI,Ferrari,90.487,85.559,12.896,51,7.0,4.0,8,-0.789
2021,Italy,Italy,STR,Aston Martin,90.619,85.853,11.723,51,10.0,7.0,6,-0.657
2021,Italy,Italy,ALO,Alpine,90.678,85.472,11.633,51,11.0,8.0,10,-0.598
2021,Italy,Italy,RUS,Williams,90.683,85.835,11.446,51,14.0,8.0,15,-0.593
2021,Italy,Italy,OCO,Alpine,90.69,85.566,11.596,51,12.0,7.0,7,-0.586
2021,Italy,Italy,LAT,Williams,90.77,85.953,10.377,51,14.0,10.0,5,-0.506
2021,Italy,Italy,KUB,Alfa Romeo Racing,90.919,85.849,11.2,51,15.0,9.0,12,-0.357
2021,Italy,Italy,VET,Aston Martin,92.047,85.938,12.958,52,15.0,12.0,11,0.771
2021,Italy,Italy,GIO,Alfa Romeo Racing,92.101,85.718,13.551,52,19.0,13.0,10,0.825
2021,Italy,Italy,MSC,Haas F1 Team,92.558,86.707,11.141,52,18.0,14.0,7,1.282
2021,Italy,Italy,MAZ,Haas F1 Team,94.472,87.202,12.418,40,18.0,15.0,7,3.196
2021,Italy,Italy,GAS,AlphaTauri,106.783,89.005,16.712,3,18.0,18.0,1,15.507
2021,Mexico City,Mexico,VER,Red Bull Racing,83.367,78.999,10.222,71,2.0,1.0,15,-1.774
2021,Mexico City,Mexico,HAM,Mercedes,83.601,79.82,10.232,71,4.0,2.0,11,-1.54
2021,Mexico City,Mexico,PER,Red Bull Racing,83.617,79.468,10.202,71,3.0,1.0,17,-1.524
2021,Mexico City,Mexico,GAS,AlphaTauri,84.267,80.51,10.057,71,6.0,3.0,11,-0.874
2021,Mexico City,Mexico,LEC,Ferrari,84.509,80.665,10.004,71,9.0,5.0,17,-0.632
2021,Mexico City,Mexico,SAI,Ferrari,84.593,80.081,10.112,70,7.0,4.0,23,-0.548
2021,Mexico City,Mexico,VET,Aston Martin,84.702,80.46,10.074,70,9.0,5.0,14,-0.439
2021,Mexico City,Mexico,RAI,Alfa Romeo Racing,84.775,80.713,10.165,70,10.0,7.0,19,-0.366
2021,Mexico City,Mexico,ALO,Alpine,84.897,80.711,10.257,70,12.0,7.0,20,-0.244
2021,Mexico City,Mexico,NOR,McLaren,84.933,80.617,10.464,70,15.0,7.0,22,-0.208
2021,Mexico City,Mexico,GIO,Alfa Romeo Racing,85.43,81.523,9.912,70,13.0,6.0,22,0.289
2021,Mexico City,Mexico,RIC,McLaren,85.443,81.069,10.626,70,18.0,11.0,10,0.302
2021,Mexico City,Mexico,OCO,Alpine,85.607,81.348,10.2,70,15.0,13.0,17,0.466
2021,Mexico City,Mexico,STR,Aston Martin,85.899,80.93,10.812,69,17.0,14.0,15,0.758
2021,Mexico City,Mexico,BOT,Mercedes,86.261,77.774,11.511,69,18.0,11.0,18,1.12
2021,Mexico City,Mexico,RUS,Williams,86.346,82.016,9.815,69,16.0,9.0,13,1.205
2021,Mexico City,Mexico,LAT,Williams,86.556,81.546,10.292,69,18.0,13.0,21,1.415
2021,Mexico City,Mexico,MAZ,Haas F1 Team,87.741,81.402,10.144,68,18.0,11.0,11,2.6
2021,Monaco,Monaco,VER,Red Bull Racing,76.113,74.649,2.188,78,2.0,1.0,16,-1.334
2021,Monaco,Monaco,SAI,Ferrari,76.228,74.621,2.445,78,3.0,2.0,13,-1.219
2021,Monaco,Monaco,NOR,McLaren,76.362,74.67,2.401,78,6.0,3.0,15,-1.085
2021,Monaco,Monaco,PER,Red Bull Racing,76.376,74.552,2.678,78,8.0,2.0,10,-1.071
2021,Monaco,Monaco,VET,Aston Martin,76.787,75.316,2.483,78,7.0,4.0,13,-0.66
2021,Monaco,Monaco,BOT,Mercedes,76.793,75.706,1.294,29,2.0,2.0,12,-0.654
2021,Monaco,Monaco,GAS,AlphaTauri,76.804,75.412,2.439,78,7.0,5.0,17,-0.643
2021,Monaco,Monaco,HAM,Mercedes,76.988,72.909,3.037,78,8.0,6.0,18,-0.459
2021,Monaco,Monaco,STR,Aston Martin,77.169,74.674,2.691,77,11.0,8.0,23,-0.278
2021,Monaco,Monaco,OCO,Alpine,77.648,75.316,2.584,77,10.0,8.0,14,0.201
2021,Monaco,Monaco,GIO,Alfa Romeo Racing,77.654,75.331,2.743,77,12.0,8.0,13,0.207
2021,Monaco,Monaco,RAI,Alfa Romeo Racing,77.671,74.971,2.916,77,12.0,9.0,21,0.224
2021,Monaco,Monaco,RIC,McLaren,77.699,74.578,3.136,77,13.0,11.0,16,0.252
2021,Monaco,Monaco,ALO,Alpine,77.705,75.026,3.042,77,14.0,11.0,16,0.258
2021,Monaco,Monaco,RUS,Williams,78.034,75.539,3.249,77,16.0,14.0,20,0.587
2021,Monaco,Monaco,LAT,Williams,78.048,75.573,3.19,77,16.0,14.0,16,0.601
2021,Monaco,Monaco,TSU,AlphaTauri,78.058,74.037,3.237,77,17.0,14.0,12,0.611
2021,Monaco,Monaco,MAZ,Haas F1 Team,79.665,76.866,3.562,75,19.0,17.0,19,2.218
2021,Monaco,Monaco,MSC,Haas F1 Team,79.684,76.425,4.162,75,19.0,18.0,15,2.237
2021,Netherlands,Netherlands,VER,Red Bull Racing,75.075,73.275,3.027,72,2.0,1.0,9,-2.114
2021,Netherlands,Netherlands,HAM,Mercedes,75.366,71.097,3.796,72,3.0,2.0,8,-1.823
2021,Netherlands,Netherlands,BOT,Mercedes,75.859,72.549,3.431,72,3.0,1.0,6,-1.33
2021,Netherlands,Netherlands,GAS,AlphaTauri,76.298,74.818,2.281,71,7.0,4.0,7,-0.891
2021,Netherlands,Netherlands,LEC,Ferrari,76.369,74.78,2.547,71,5.0,4.0,16,-0.82
2021,Netherlands,Netherlands,ALO,Alpine,76.773,74.323,2.558,71,9.0,6.0,18,-0.416
2021,Netherlands,Netherlands,SAI,Ferrari,76.801,75.26,2.601,71,7.0,5.0,17,-0.388
2021,Netherlands,Netherlands,PER,Red Bull Racing,76.81,73.461,4.004,71,19.0,7.0,5,-0.379
2021,Netherlands,Netherlands,OCO,Alpine,76.823,74.675,2.397,71,10.0,8.0,13,-0.366
2021,Netherlands,Netherlands,NOR,McLaren,76.869,74.236,2.932,71,13.0,7.0,18,-0.32
2021,Netherlands,Netherlands,RIC,McLaren,77.047,74.92,2.761,71,12.0,9.0,18,-0.142
2021,Netherlands,Netherlands,STR,Aston Martin,77.467,75.611,2.62,70,16.0,12.0,15,0.278
2021,Netherlands,Netherlands,VET,Aston Martin,77.499,73.958,3.631,70,19.0,13.0,12,0.31
2021,Netherlands,Netherlands,GIO,Alfa Romeo Racing,77.617,75.125,3.372,70,18.0,10.0,13,0.428
2021,Netherlands,Netherlands,KUB,Alfa Romeo Racing,78.084,75.442,2.946,70,18.0,13.0,14,0.895
2021,Netherlands,Netherlands,LAT,Williams,78.111,75.79,3.339,70,20.0,14.0,2,0.922
2021,Netherlands,Netherlands,RUS,Williams,78.192,75.628,6.246,69,17.0,11.0,16,1.003
2021,Netherlands,Netherlands,TSU,AlphaTauri,78.264,75.783,3.51,48,17.0,11.0,12,1.075
2021,Netherlands,Netherlands,MAZ,Haas F1 Team,79.204,76.066,3.472,41,19.0,16.0,14,2.015
2021,Netherlands,Netherlands,MSC,Haas F1 Team,79.249,75.927,5.611,69,20.0,18.0,5,2.06
2021,Portugal,Portugal,HAM,Mercedes,85.931,80.933,12.726,66,3.0,1.0,12,-1.707
2021,Portugal,Portugal,VER,Red Bull Racing,86.372,79.849,12.833,66,4.0,2.0,16,-1.266
2021,Portugal,Portugal,BOT,Mercedes,86.439,79.865,12.973,66,4.0,1.0,16,-1.199
2021,Portugal,Portugal,PER,Red Bull Racing,86.533,80.643,12.435,66,5.0,1.0,19,-1.105
2021,Portugal,Portugal,NOR,McLaren,86.709,81.696,12.317,66,10.0,4.0,14,-0.929
2021,Portugal,Portugal,LEC,Ferrari,86.776,81.496,12.244,66,10.0,5.0,21,-0.862
2021,Portugal,Portugal,OCO,Alpine,86.897,81.886,12.267,66,14.0,7.0,10,-0.741
2021,Portugal,Portugal,ALO,Alpine,86.913,81.032,12.062,66,15.0,6.0,15,-0.725
2021,Portugal,Portugal,RIC,McLaren,87.073,81.987,12.088,66,14.0,5.0,20,-0.565
2021,Portugal,Portugal,GAS,AlphaTauri,87.089,82.014,12.105,66,12.0,6.0,17,-0.549
2021,Portugal,Portugal,SAI,Ferrari,87.127,82.325,12.215,66,15.0,4.0,12,-0.511
2021,Portugal,Portugal,GIO,Alfa Romeo Racing,87.298,82.167,12.134,65,17.0,12.0,24,-0.34
2021,Portugal,Portugal,VET,Aston Martin,87.379,82.416,12.074,65,16.0,10.0,21,-0.259
2021,Portugal,Portugal,STR,Aston Martin,87.39,81.97,11.997,65,17.0,7.0,20,-0.248
2021,Portugal,Portugal,TSU,AlphaTauri,87.639,82.058,11.985,65,19.0,15.0,20,0.001
2021,Portugal,Portugal,RUS,Williams,88.298,82.654,11.863,65,19.0,11.0,14,0.66
2021,Portugal,Portugal,MSC,Haas F1 Team,88.732,82.755,11.835,64,19.0,14.0,17,1.094
2021,Portugal,Portugal,LAT,Williams,88.78,83.155,11.723,64,19.0,13.0,11,1.142
2021,Portugal,Portugal,MAZ,Haas F1 Team,89.709,83.641,12.113,64,20.0,17.0,19,2.071
2021,Portugal,Portugal,RAI,Alfa Romeo Racing,93.673,93.673,,1,13.0,13.0,0,6.035
2021,Qatar,Qatar,HAM,Mercedes,88.921,85.084,5.047,57,1.0,1.0,17,-1.791
2021,Qatar,Qatar,VER,Red Bull Racing,89.372,83.196,6.823,57,4.0,2.0,17,-1.34
2021,Qatar,Qatar,BOT,Mercedes,89.538,87.246,2.484,47,14.0,3.0,10,-1.174
2021,Qatar,Qatar,ALO,Alpine,89.964,86.682,4.286,57,7.0,2.0,20,-0.748
2021,Qatar,Qatar,PER,Red Bull Racing,90.014,85.613,5.029,57,12.0,3.0,13,-0.698
2021,Qatar,Qatar,OCO,Alpine,90.334,87.061,4.391,57,12.0,5.0,16,-0.378
2021,Qatar,Qatar,STR,Aston Martin,90.346,87.356,4.571,57,13.0,6.0,14,-0.366
2021,Qatar,Qatar,SAI,Ferrari,90.358,86.57,4.428,57,10.0,4.0,28,-0.354
2021,Qatar,Qatar,LEC,Ferrari,90.379,86.555,4.992,57,13.0,5.0,14,-0.333
2021,Qatar,Qatar,NOR,McLaren,90.521,85.746,5.188,56,11.0,4.0,19,-0.191
2021,Qatar,Qatar,VET,Aston Martin,90.608,86.434,4.905,56,17.0,9.0,20,-0.104
2021,Qatar,Qatar,GAS,AlphaTauri,90.708,87.019,5.449,56,18.0,3.0,9,-0.004
2021,Qatar,Qatar,RIC,McLaren,91.108,87.198,4.556,56,16.0,8.0,16,0.396
2021,Qatar,Qatar,TSU,AlphaTauri,91.114,87.043,5.544,56,20.0,8.0,18,0.402
